,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,album_image,mood_vectors
740,Nepali Lok Geet-2,13,32jwi5PhJRxz5S01rowcs3,Ke Ko Chhana,spotify:track:32jwi5PhJRxz5S01rowcs3,https://p.scdn.co/mp3-preview/ea9d158a4995220f413a903c10ca0c67c278760a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/15DjHJlIjeQCey6xucec9A'}, 'href': 'https://api.spotify.com/v1/artists/15DjHJlIjeQCey6xucec9A', 'id': '15DjHJlIjeQCey6xucec9A', 'name': 'Hiranya Bhojpure', 'type': 'artist', 'uri': 'spotify:artist:15DjHJlIjeQCey6xucec9A'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3VzvK51JjBFwcy1p4gyVfE'}, 'href': 'https://api.spotify.com/v1/artists/3VzvK51JjBFwcy1p4gyVfE', 'id': '3VzvK51JjBFwcy1p4gyVfE', 'name': 'Pandav Sunuwar', 'type': 'artist', 'uri': 'spotify:artist:3VzvK51JjBFwcy1p4gyVfE'}]",0.533,0.486,2,https://i.scdn.co/image/ab67616d0000b273d991ae3a618e405c2c206014,"[0.486, 0.533]"
741,Jayananda Lama Ka Lokgeet-2,1,1YQNT2kXwzRZ8pqCewhikT,Herdama Ramro,spotify:track:1YQNT2kXwzRZ8pqCewhikT,https://p.scdn.co/mp3-preview/a53f1748a0d776695fbda16255630e4577e10d7a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0T4TWbs9cSfzKojgXgoX9y'}, 'href': 'https://api.spotify.com/v1/artists/0T4TWbs9cSfzKojgXgoX9y', 'id': '0T4TWbs9cSfzKojgXgoX9y', 'name': 'Meera Rana', 'type': 'artist', 'uri': 'spotify:artist:0T4TWbs9cSfzKojgXgoX9y'}]",0.44,0.566,1,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.566, 0.44]"
742,Jayananda Lama Ka Lokgeet-2,2,096DR6KcDwcmD5he0Mm65m,Mero Maya Chha Bhane,spotify:track:096DR6KcDwcmD5he0Mm65m,https://p.scdn.co/mp3-preview/2e9aea5b650410c50a6d1e47da097852d8fcefa4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}]",0.325,0.784,0,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.784, 0.325]"
743,Jayananda Lama Ka Lokgeet-2,3,3SQvMuqRBCl5tWumARmnxd,Mulako Chana,spotify:track:3SQvMuqRBCl5tWumARmnxd,https://p.scdn.co/mp3-preview/28072e5b834dcd42633b775b380b2c6e4a9b18f9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1dk73J5VN4MbOPbWc32VSm'}, 'href': 'https://api.spotify.com/v1/artists/1dk73J5VN4MbOPbWc32VSm', 'id': '1dk73J5VN4MbOPbWc32VSm', 'name': 'Sundar Shrestha', 'type': 'artist', 'uri': 'spotify:artist:1dk73J5VN4MbOPbWc32VSm'}]",0.54,0.927,0,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.927, 0.54]"
744,Jayananda Lama Ka Lokgeet-2,4,7jmybvSZGZpH0L8o7TMams,Tai Pani Tara,spotify:track:7jmybvSZGZpH0L8o7TMams,https://p.scdn.co/mp3-preview/33f36df203ed2955168e156231a8fe2fa40c5809?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2ovqyv6SrfJtHSCwEFatQd'}, 'href': 'https://api.spotify.com/v1/artists/2ovqyv6SrfJtHSCwEFatQd', 'id': '2ovqyv6SrfJtHSCwEFatQd', 'name': 'Balram Karki', 'type': 'artist', 'uri': 'spotify:artist:2ovqyv6SrfJtHSCwEFatQd'}]",0.503,0.903,1,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.903, 0.503]"
745,Jayananda Lama Ka Lokgeet-2,5,0BCKbJ2myCrsEoOUSWepmZ,Kalkatte Kainyo,spotify:track:0BCKbJ2myCrsEoOUSWepmZ,https://p.scdn.co/mp3-preview/393f9f1f0143e2dae62d0e49c4f25ca1e5e065af?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2ovqyv6SrfJtHSCwEFatQd'}, 'href': 'https://api.spotify.com/v1/artists/2ovqyv6SrfJtHSCwEFatQd', 'id': '2ovqyv6SrfJtHSCwEFatQd', 'name': 'Balram Karki', 'type': 'artist', 'uri': 'spotify:artist:2ovqyv6SrfJtHSCwEFatQd'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0g6Ahs5oG6qiCSHXw6mKL4'}, 'href': 'https://api.spotify.com/v1/artists/0g6Ahs5oG6qiCSHXw6mKL4', 'id': '0g6Ahs5oG6qiCSHXw6mKL4', 'name': 'Sarita Lama', 'type': 'artist', 'uri': 'spotify:artist:0g6Ahs5oG6qiCSHXw6mKL4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6VpLUqN97lBmn0xphAxwhU'}, 'href': 'https://api.spotify.com/v1/artists/6VpLUqN97lBmn0xphAxwhU', 'id': '6VpLUqN97lBmn0xphAxwhU', 'name': 'Baba Basnet', 'type': 'artist', 'uri': 'spotify:artist:6VpLUqN97lBmn0xphAxwhU'}]",0.642,0.928,17,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.928, 0.642]"
746,Jayananda Lama Ka Lokgeet-2,6,0BkdbLbkbx18m0UXXiQCJP,Chatta Pareko Chulthi,spotify:track:0BkdbLbkbx18m0UXXiQCJP,https://p.scdn.co/mp3-preview/ed6f782c086c6a70173641a4e20b9e9e834f9730?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}]",0.675,0.92,0,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.92, 0.675]"
747,Jayananda Lama Ka Lokgeet-2,7,0NXeFpCiYHNJh4rg1J3uWD,Paan Ko Paat,spotify:track:0NXeFpCiYHNJh4rg1J3uWD,https://p.scdn.co/mp3-preview/8f8ee7546579d518069c54de57462db3737f21ee?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6i4MAV4gLl85IcnfoSKYWR'}, 'href': 'https://api.spotify.com/v1/artists/6i4MAV4gLl85IcnfoSKYWR', 'id': '6i4MAV4gLl85IcnfoSKYWR', 'name': 'Jayananda Lama', 'type': 'artist', 'uri': 'spotify:artist:6i4MAV4gLl85IcnfoSKYWR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.406,0.306,1,https://i.scdn.co/image/ab67616d0000b273e463fdc018366c458488a922,"[0.306, 0.406]"
748,Puspanjali Nepali Bhajan,1,3LNRWaSIbyPt7J2yhYSrK2,Hari Om,spotify:track:3LNRWaSIbyPt7J2yhYSrK2,https://p.scdn.co/mp3-preview/4bfa41ecb05be50804b419fffd31cd0513dba142?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.388,0.132,3,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.132, 0.388]"
749,Puspanjali Nepali Bhajan,2,0f4jHMAJ2K6fm4Hkl1wYgm,Bola Bola,spotify:track:0f4jHMAJ2K6fm4Hkl1wYgm,https://p.scdn.co/mp3-preview/da9a80ef496d94ca1de1a6eb3c6d9f3a0c98aa9a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.32,0.349,3,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.349, 0.32]"
750,Puspanjali Nepali Bhajan,3,2nIiSJ9aNFfVxlM1HIGsD2,Sharanam,spotify:track:2nIiSJ9aNFfVxlM1HIGsD2,https://p.scdn.co/mp3-preview/abf1b8325e43af06b1c518eba6a82e3391a117ab?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.282,0.358,2,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.358, 0.282]"
751,Puspanjali Nepali Bhajan,4,5cw4RAQePdEzwyHUHWThpn,He Hari,spotify:track:5cw4RAQePdEzwyHUHWThpn,https://p.scdn.co/mp3-preview/247fec09c3dabc83fe71abdaed6e895ce7845758?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.526,0.428,2,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.428, 0.526]"
752,Puspanjali Nepali Bhajan,5,52RHvD8zoaGbbYNoZsvj56,Ram Ram,spotify:track:52RHvD8zoaGbbYNoZsvj56,https://p.scdn.co/mp3-preview/7ea24c7b25c390ccc99397e425d2d77c973f56ca?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}]",0.45,0.4,2,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.4, 0.45]"
753,Puspanjali Nepali Bhajan,6,6N0wL2TqRPBMcpHCIiTT0t,Rasana,spotify:track:6N0wL2TqRPBMcpHCIiTT0t,https://p.scdn.co/mp3-preview/b1fe4b2be81306ddb225856ec0e09071c2665433?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}]",0.604,0.532,2,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.532, 0.604]"
754,Puspanjali Nepali Bhajan,7,0xLGhdSOu8wfz9vYohAFNH,Jay Ram,spotify:track:0xLGhdSOu8wfz9vYohAFNH,https://p.scdn.co/mp3-preview/24abb18382593a8270f2802fb873dec410d74bcc?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.416,0.374,2,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.374, 0.416]"
755,Puspanjali Nepali Bhajan,8,2PXVId43NKtk8En34rroII,Mero Ram,spotify:track:2PXVId43NKtk8En34rroII,https://p.scdn.co/mp3-preview/7d6f6387f0c7e998ad6bedbeddf253b3a3940c8b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}]",0.203,0.527,8,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.527, 0.203]"
756,Puspanjali Nepali Bhajan,9,4S1sqP3sFHHDfqyzIhkHgw,Aaunchha,spotify:track:4S1sqP3sFHHDfqyzIhkHgw,https://p.scdn.co/mp3-preview/2b6214df50541f7514b38b33838592a04d2555f4?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}]",0.271,0.272,1,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.272, 0.271]"
757,Puspanjali Nepali Bhajan,10,4bg6FV4fpGf9TOSnMrmn4s,Hey Hari,spotify:track:4bg6FV4fpGf9TOSnMrmn4s,https://p.scdn.co/mp3-preview/5629abf1538d560b85d8f7f76296e702976ac683?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}]",0.436,0.246,7,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.246, 0.436]"
758,Puspanjali Nepali Bhajan,11,2nHUVJLHWpz1XplQTS6frm,Ram Timinai,spotify:track:2nHUVJLHWpz1XplQTS6frm,https://p.scdn.co/mp3-preview/30db321c6b2bb05702c73ffc4274b96eee3e3bff?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0PtRHGwm5OuINPT0JlbwCA'}, 'href': 'https://api.spotify.com/v1/artists/0PtRHGwm5OuINPT0JlbwCA', 'id': '0PtRHGwm5OuINPT0JlbwCA', 'name': 'Krishna Man Dangol', 'type': 'artist', 'uri': 'spotify:artist:0PtRHGwm5OuINPT0JlbwCA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/74wSw9mB7xRCjOcT9rWBuq'}, 'href': 'https://api.spotify.com/v1/artists/74wSw9mB7xRCjOcT9rWBuq', 'id': '74wSw9mB7xRCjOcT9rWBuq', 'name': 'Mira Rana', 'type': 'artist', 'uri': 'spotify:artist:74wSw9mB7xRCjOcT9rWBuq'}]",0.193,0.396,1,https://i.scdn.co/image/ab67616d0000b2731ad08768891887783549974e,"[0.396, 0.193]"
